Bank_Balance,Investment_Amount,Expenses,Transactions,Company_Name,Successful_Investment,Failed_Investment
449131,223568,459273,47,HUL,0,1
1559339,137478,266529,45,Bajaj,1,0
1891693,343192,209940,14,HDFC,1,0
1207944,373984,200551,37,Reliance,1,0
1954268,75052,231331,4,HDFC,1,0
1329664,198707,221346,18,Reliance,1,0
1868872,308516,427737,81,Maruti,1,0
1993203,480508,120876,42,SBI,1,0
1566170,274713,182142,92,HUL,1,0
52120,345038,180958,71,SBI,0,1
542994,266196,304318,43,ICICI,1,0
1477198,121267,287843,92,Reliance,1,0
792118,110173,175068,11,SBI,1,0
1586569,46467,234233,73,SBI,1,0
370329,393653,231493,34,Reliance,0,1
1993152,273469,434043,54,Wipro,1,0
1036552,343502,459915,63,ICICI,1,0
654188,160874,47493,53,HDFC,1,0
924114,476126,120337,42,Maruti,1,0
1851818,109687,325039,99,SBI,1,0
927166,72215,254763,74,Maruti,1,0
325075,340570,480720,94,HUL,0,1
759161,84612,257093,5,Reliance,1,0
166938,397416,128084,32,Maruti,0,1
391728,131675,105581,33,HDFC,1,0
292373,99251,211114,95,ICICI,1,0
1366913,10563,369870,60,Wipro,1,0
1130717,334087,27066,36,HDFC,1,0
442200,99820,217079,88,HDFC,1,0
537764,362747,268467,39,HUL,1,0
44505,199963,142846,39,SBI,0,1
1757587,179813,288482,85,ICICI,1,0
1975783,102878,43334,30,SBI,1,0
665130,445084,360362,88,Wipro,1,0
1750424,45928,407795,82,HUL,1,0
1565204,452095,84072,45,Reliance,1,0
400583,450733,241641,20,Reliance,0,1
30849,19183,233207,82,Wipro,0,1
1530299,387350,38110,55,ICICI,1,0
1030248,252965,250165,89,Maruti,1,0
1912507,233319,59898,19,TCS,1,0
1389840,129328,94237,63,Maruti,1,0
626825,278944,317439,38,TCS,1,0
352300,257280,223150,83,HUL,1,0
1965900,463202,449212,41,HUL,1,0
1659575,292173,377766,45,ICICI,1,0
927597,392928,198322,43,HDFC,1,0
227381,275387,358659,44,Maruti,0,1
1035704,31029,124376,42,Infosys,1,0
1628999,487766,385008,34,HDFC,1,0
1744744,296494,354609,76,HUL,1,0
84777,329788,77419,28,SBI,0,1
569384,293650,64304,84,HDFC,1,0
1802464,299170,54020,1,Bajaj,1,0
884607,325029,270718,40,HUL,1,0
1234606,194168,30907,67,ICICI,1,0
334214,316428,392536,20,HDFC,0,1
906121,48279,301148,94,HDFC,1,0
1167868,214909,463137,25,ICICI,1,0
423568,281453,71412,79,Infosys,1,0
365724,227175,20084,88,SBI,1,0
986886,194571,151773,9,HUL,1,0
205483,14425,379118,86,Maruti,0,1
813422,330936,234638,64,Maruti,1,0
1888090,421129,249780,48,Infosys,1,0
504284,51341,45112,78,Wipro,1,0
548285,492780,189513,38,SBI,1,0
631921,407193,164911,51,TCS,1,0
1591737,194818,454660,81,Wipro,1,0
770137,133787,137397,7,Wipro,1,0
1637109,249434,429122,24,Maruti,1,0
84483,186829,435241,29,Maruti,0,1
897608,64042,191750,63,Infosys,1,0
1429984,21923,162676,42,HDFC,1,0
1097467,255819,175276,44,Infosys,1,0
370136,255493,397706,16,Infosys,0,1
586620,440061,422378,26,Maruti,1,0
1108592,320728,234706,4,HUL,1,0
534200,436464,440032,61,ICICI,1,0
275531,262017,214724,55,Infosys,1,0
1962119,130112,266853,58,Wipro,1,0
715384,343030,488740,72,SBI,1,0
976707,303610,329225,65,HUL,1,0
1662661,120962,173730,9,SBI,1,0
1391768,292635,281367,100,Bajaj,1,0
1522714,20467,53644,45,HDFC,1,0
212166,341202,350431,71,TCS,0,1
1343678,122513,142315,41,HUL,1,0
1992211,446409,447735,8,Maruti,1,0
1059217,245415,436152,49,Maruti,1,0
307683,322044,192207,15,Reliance,0,1
475434,201901,18531,83,Infosys,1,0
644221,256489,146689,17,ICICI,1,0
1268512,51808,453482,7,Infosys,1,0
185452,109952,18471,30,Bajaj,1,0
499705,162460,170847,50,Bajaj,1,0
1418186,340254,175831,34,Maruti,1,0
1386646,341671,488397,55,SBI,1,0
605600,367248,18367,4,Infosys,1,0
323407,6492,154555,48,TCS,1,0
792580,92449,258787,74,Reliance,1,0
669957,343077,412268,7,Infosys,1,0
300961,314380,11886,15,TCS,0,1
84722,228206,318316,44,SBI,0,1
1377740,420806,197811,54,ICICI,1,0
1239535,94026,334251,13,HUL,1,0
208251,126126,90206,38,TCS,1,0
349071,1518,239124,46,HDFC,1,0
1986003,85829,44820,73,HDFC,1,0
366299,361646,248252,64,Infosys,1,0
1576037,475443,126834,81,HDFC,1,0
342947,484811,125550,50,ICICI,0,1
938938,413339,446199,69,Bajaj,1,0
644261,219586,267794,41,HUL,1,0
1831698,417811,455745,78,HDFC,1,0
628083,492160,424607,61,ICICI,1,0
122188,354171,496223,56,Infosys,0,1
1178748,293630,200753,22,HDFC,1,0
1898358,1926,250150,54,ICICI,1,0
1852406,360762,52901,49,HDFC,1,0
1982328,367088,313243,15,Wipro,1,0
1001253,341060,397397,86,SBI,1,0
697448,317406,488750,86,SBI,1,0
483101,161748,159906,59,Maruti,1,0
494103,94148,453033,30,Maruti,1,0
286067,361340,32319,66,HDFC,0,1
149936,84739,453103,56,HDFC,0,1
1797698,92698,404601,48,Infosys,1,0
1864565,19114,121735,69,ICICI,1,0
168594,161742,143485,63,HDFC,1,0
1831062,288602,197121,9,TCS,1,0
474038,224083,14488,64,TCS,1,0
106853,170085,307829,60,TCS,0,1
525905,73745,431304,86,Wipro,1,0
527894,319785,318763,49,Wipro,1,0
1626285,69724,410648,91,TCS,1,0
1838014,128542,387044,99,Wipro,1,0
1134631,276598,236139,83,Infosys,1,0
1767580,82749,295327,77,HUL,1,0
1125273,263064,326078,75,Bajaj,1,0
1163827,304360,38529,27,HDFC,1,0
1513223,499540,96111,93,Bajaj,1,0
80755,462749,228244,62,ICICI,0,1
944880,416154,302953,94,Infosys,1,0
983447,29610,159212,66,TCS,1,0
1656979,133369,221180,99,Reliance,1,0
610477,293986,146807,23,Maruti,1,0
45358,39372,90207,42,TCS,0,1
1267233,61721,457383,19,SBI,1,0
307414,66019,466688,83,Reliance,0,1
750581,282260,51937,5,HUL,1,0
1560159,123661,90518,39,Maruti,1,0
1561706,196958,461440,75,Reliance,1,0
1259664,404142,330475,2,HDFC,1,0
692568,413448,196886,35,Maruti,1,0
1884914,168421,445512,9,HDFC,1,0
259673,383491,368045,2,SBI,0,1
1570381,35387,320526,27,ICICI,1,0
1132591,88697,85661,60,ICICI,1,0
655569,147836,74338,99,Maruti,1,0
665548,178397,235005,54,Maruti,1,0
1764416,240577,106445,2,Reliance,1,0
124269,318310,148563,3,SBI,0,1
906146,377088,443557,69,TCS,1,0
1078359,259365,453615,51,Infosys,1,0
324369,60959,69393,9,Reliance,1,0
1942536,110884,15710,27,SBI,1,0
306837,142036,138559,13,ICICI,1,0
82235,79462,282451,15,Wipro,0,1
1229515,189933,493756,30,TCS,1,0
839796,259748,201433,98,Infosys,1,0
232448,240293,49621,22,Bajaj,0,1
1665679,199348,18147,56,TCS,1,0
1386148,23563,95917,39,ICICI,1,0
1419181,104644,88089,3,SBI,1,0
511604,365161,199878,77,Wipro,1,0
1603447,367750,349969,12,Maruti,1,0
537848,15813,110475,30,SBI,1,0
1307529,435997,437236,24,HUL,1,0
1675423,299345,166583,13,Infosys,1,0
1423316,138426,2593,75,Reliance,1,0
1041026,471693,393664,65,Bajaj,1,0
1082630,332515,150968,31,Wipro,1,0
196508,224726,244469,75,HUL,0,1
873819,141440,240840,98,Bajaj,1,0
698245,250023,355028,84,ICICI,1,0
1652931,201062,32013,75,HDFC,1,0
778536,5804,374777,55,Reliance,1,0
1826820,47488,124146,95,ICICI,1,0
1194938,283822,109697,40,HDFC,1,0
1859551,418631,277208,25,Maruti,1,0
988349,272124,118294,29,Reliance,1,0
1800291,400992,127134,90,HDFC,1,0
155278,487193,478544,52,Infosys,0,1
584514,471068,324681,57,ICICI,1,0
1111515,121125,362957,22,TCS,1,0
1195679,387016,289567,9,Wipro,1,0
188755,96564,406541,89,SBI,0,1
1020906,129715,149059,9,Infosys,1,0
735470,73214,330274,46,Infosys,1,0
1844314,247458,23958,31,Reliance,1,0
1697239,162498,227840,1,ICICI,1,0
1963108,494391,430758,87,Wipro,1,0
1775171,169562,447794,23,HDFC,1,0
222470,61841,398572,86,Maruti,0,1
1141746,297006,147016,60,Wipro,1,0
617777,391188,198949,20,SBI,1,0
1665157,312343,316717,25,ICICI,1,0
1889058,384979,435841,70,SBI,1,0
280557,136907,105561,91,Infosys,1,0
978648,410654,196594,25,HUL,1,0
1769192,315104,332706,20,SBI,1,0
1669870,464102,314780,41,Infosys,1,0
353073,215501,452388,8,Wipro,0,1
33855,256084,130132,3,HDFC,0,1
1418782,494751,439010,78,SBI,1,0
1145386,159613,471098,11,ICICI,1,0
1933052,437132,397733,77,HUL,1,0
1322914,333472,155600,4,Bajaj,1,0
1303087,15882,50635,89,Maruti,1,0
1035007,184222,236176,25,TCS,1,0
519694,7038,302327,57,HDFC,1,0
375598,27189,78624,36,Infosys,1,0
839329,232356,198227,39,HUL,1,0
1612559,230195,382856,37,TCS,1,0
1868483,495070,339769,51,SBI,1,0
848308,93234,231542,35,ICICI,1,0
1987263,266250,265535,15,TCS,1,0
181699,469622,451615,68,Wipro,0,1
719302,133002,133074,54,ICICI,1,0
739234,342801,68601,10,Wipro,1,0
370119,491280,465176,39,Bajaj,0,1
1648073,375555,467753,6,HUL,1,0
1829482,449252,148922,34,Reliance,1,0
1751890,484237,436496,84,Wipro,1,0
788174,405276,6538,43,ICICI,1,0
1658185,74971,297517,29,Wipro,1,0
885678,470651,191555,18,Bajaj,1,0
1434907,146814,138390,18,HDFC,1,0
1416694,314960,240120,14,Bajaj,1,0
1611647,396114,195326,7,TCS,1,0
40644,388326,271804,61,Reliance,0,1
1236559,93024,213770,28,HDFC,1,0
1170394,271360,437769,33,Infosys,1,0
145226,53064,220129,70,Bajaj,0,1
911861,401752,75509,76,TCS,1,0
1252845,427169,156766,38,Wipro,1,0
1790684,343240,347235,11,ICICI,1,0
1991330,357517,92237,4,Bajaj,1,0
1727061,66808,40303,48,HUL,1,0
629439,143732,442906,88,SBI,1,0
993979,164213,348895,51,TCS,1,0
32370,422870,376426,57,TCS,0,1
1285815,309149,442894,56,HDFC,1,0
656045,191919,302849,50,TCS,1,0
1762285,463109,224025,1,Bajaj,1,0
460586,431599,390004,62,TCS,1,0
281944,336047,23322,15,Infosys,0,1
1375772,109407,233602,6,Bajaj,1,0
714257,360502,313753,61,Reliance,1,0
523144,27396,227833,88,SBI,1,0
1871761,331211,3694,56,SBI,1,0
1550482,153150,315480,35,Wipro,1,0
203293,416864,265802,41,Reliance,0,1
1584425,84837,347086,50,Reliance,1,0
590366,292505,226502,59,HUL,1,0
1136752,476869,37323,2,TCS,1,0
232546,88770,296601,20,Wipro,0,1
632830,135769,255220,16,Infosys,1,0
1732088,63704,250766,42,Reliance,1,0
1966892,471949,75211,85,SBI,1,0
1486804,398485,314653,58,HUL,1,0
778017,361015,304181,62,Reliance,1,0
416812,398324,290859,41,Infosys,1,0
1090599,1485,474838,8,Bajaj,1,0
250695,181567,378747,6,HDFC,0,1
1043961,350847,433211,53,Maruti,1,0
1047477,368573,42120,68,TCS,1,0
41485,26635,166021,82,Bajaj,0,1
553778,96458,79826,87,Wipro,1,0
911444,447855,467371,59,TCS,1,0
1156622,413984,37205,14,HDFC,1,0
492698,26387,381065,50,HDFC,1,0
1574217,111202,90814,96,Infosys,1,0
755199,224827,15965,67,Maruti,1,0
658035,416878,305426,46,Bajaj,1,0
431150,205412,455492,68,TCS,0,1
929138,458915,197878,79,TCS,1,0
1018826,464645,196029,24,HUL,1,0
1840252,495406,260016,29,HUL,1,0
1043561,314154,28469,4,Wipro,1,0
1335875,91217,243062,57,ICICI,1,0
135262,16193,398211,28,Bajaj,0,1
1549812,151757,99471,69,Reliance,1,0
398433,448498,116332,77,Infosys,0,1
398200,183874,264275,7,HDFC,1,0
1101299,39255,258478,61,Infosys,1,0
1042929,199912,488523,67,TCS,1,0
1301541,307764,283217,7,ICICI,1,0
318625,288465,482669,62,Reliance,0,1
791287,332800,15757,76,HDFC,1,0
656139,270109,478901,66,Infosys,1,0
1946261,199722,307458,57,Infosys,1,0
1757332,94813,39578,48,Reliance,1,0
1969299,20026,495328,3,Reliance,1,0
1581754,409921,152755,77,HDFC,1,0
824987,200829,279317,79,TCS,1,0
226132,362474,407023,72,ICICI,0,1
1552783,348852,127629,87,SBI,1,0
816164,322566,392505,17,Maruti,1,0
1563334,345077,108873,80,Bajaj,1,0
1186011,400293,87371,51,Reliance,1,0
140548,76518,414519,65,HDFC,0,1
647737,111436,38914,78,Infosys,1,0
863554,248379,341806,63,Maruti,1,0
1088608,130304,377827,28,ICICI,1,0
15335,37252,299219,98,SBI,0,1
1678763,263130,180312,36,Maruti,1,0
58483,49603,176515,18,Bajaj,0,1
606628,416453,177585,87,HDFC,1,0
1900998,285279,11152,96,Bajaj,1,0
1175111,66695,112722,24,TCS,1,0
1693058,191160,165811,6,Reliance,1,0
613599,67667,353757,6,Infosys,1,0
765793,20597,192997,59,Wipro,1,0
414944,51681,243279,86,SBI,1,0
536841,97079,306900,68,Bajaj,1,0
1615179,328625,398129,24,HDFC,1,0
713464,355729,423835,47,Reliance,1,0
1490605,190013,478633,50,ICICI,1,0
975424,19973,212794,26,HDFC,1,0
1113059,481029,206108,38,Infosys,1,0
44798,484531,317330,11,Infosys,0,1
758472,76292,354163,54,Reliance,1,0
88417,100476,306340,100,TCS,0,1
694954,365638,295962,42,Reliance,1,0
1910974,353253,16519,94,HUL,1,0
1514943,486366,108403,64,HUL,1,0
1976825,323168,91748,29,HUL,1,0
483365,469602,428138,54,TCS,1,0
604392,78417,253953,16,TCS,1,0
715652,219254,274718,21,Reliance,1,0
597153,336250,67065,37,SBI,1,0
546022,221250,33663,42,Bajaj,1,0
1919696,56458,491181,87,Bajaj,1,0
1793566,229156,313666,89,SBI,1,0
605949,496055,361730,66,TCS,1,0
1095630,231372,174579,97,Maruti,1,0
809451,404042,332071,47,Wipro,1,0
1127124,115669,396102,57,Wipro,1,0
1354779,349180,498082,12,HDFC,1,0
703091,179644,348317,68,TCS,1,0
1576909,322460,212121,58,SBI,1,0
958605,216050,357123,9,Infosys,1,0
616033,315973,297549,35,Bajaj,1,0
1013500,306719,208411,12,ICICI,1,0
666003,90096,97874,70,HDFC,1,0
933783,390116,331437,22,ICICI,1,0
1572003,411422,457379,22,Wipro,1,0
1401061,225092,308709,21,Infosys,1,0
1373287,241345,389729,11,Bajaj,1,0
659911,194219,98638,24,Bajaj,1,0
964540,362275,53183,96,Wipro,1,0
1051263,489867,496461,8,Bajaj,1,0
1032944,127815,71790,43,Infosys,1,0
875230,209096,490948,41,Maruti,1,0
1640055,323511,168742,34,Maruti,1,0
499418,184646,100517,97,HUL,1,0
1373184,450813,456809,74,Infosys,1,0
868372,379864,232679,100,SBI,1,0
265305,439722,425999,25,ICICI,0,1
1718259,476276,419882,85,Infosys,1,0
390701,369851,420008,79,Reliance,0,1
1792862,245251,416031,89,Bajaj,1,0
1674329,228714,351902,83,HUL,1,0
822161,74064,336023,25,ICICI,1,0
31397,266425,326081,93,ICICI,0,1
412969,287546,110531,45,TCS,1,0
1916694,480358,164867,45,Maruti,1,0
1399622,298109,136769,10,Reliance,1,0
1836555,180143,156624,79,SBI,1,0
420545,435279,402165,67,Wipro,0,1
1153669,484830,148630,75,Bajaj,1,0
1923030,113492,264028,40,Wipro,1,0
843556,17355,133594,81,Wipro,1,0
364421,201544,360502,58,ICICI,1,0
420137,109907,456175,65,Wipro,0,1
1219059,111175,14447,76,SBI,1,0
603794,69007,354397,31,Wipro,1,0
302006,432460,193963,40,Bajaj,0,1
262410,207108,110121,98,TCS,1,0
1111874,303594,69563,69,SBI,1,0
860234,330514,184310,49,Wipro,1,0
1181748,90431,221271,58,HUL,1,0
1458737,72918,278800,92,SBI,1,0
708336,310165,172903,80,Wipro,1,0
284222,18077,427915,70,ICICI,0,1
1889643,268697,180649,11,TCS,1,0
510068,64378,230028,53,Wipro,1,0
1663619,189388,441736,17,TCS,1,0
1851149,89673,198673,29,Reliance,1,0
585040,184438,160762,90,Wipro,1,0
1412861,37156,194221,74,Infosys,1,0
1292260,430775,317368,47,Wipro,1,0
298457,80604,234614,67,Maruti,1,0
582001,442106,492712,20,Infosys,1,0
1802220,224853,181553,78,Wipro,1,0
1300737,210959,157889,98,HDFC,1,0
1248928,11816,28630,27,Bajaj,1,0
1309777,195391,17657,57,HDFC,1,0
336478,394681,114732,3,Bajaj,0,1
392017,99856,252986,42,ICICI,1,0
830568,470876,153389,85,HDFC,1,0
1607686,86060,68873,45,HDFC,1,0
1998202,11406,217447,97,HDFC,1,0
699725,117130,445207,11,Reliance,1,0
517362,244015,236519,41,SBI,1,0
706353,315905,249067,3,Bajaj,1,0
1173582,46599,428634,54,Wipro,1,0
1078019,186201,237022,2,SBI,1,0
1812039,49892,291123,90,Reliance,1,0
1277057,202967,341836,68,Maruti,1,0
1647300,404837,302659,47,Maruti,1,0
240042,356085,56350,9,Bajaj,0,1
151401,237141,499245,84,Wipro,0,1
1146916,227311,296129,99,Maruti,1,0
435587,72884,356414,43,HUL,1,0
1206809,360376,164676,41,Maruti,1,0
1564719,434509,194462,86,SBI,1,0
1403011,97867,431194,62,HUL,1,0
203121,242145,292844,2,HUL,0,1
83497,356156,184832,23,Bajaj,0,1
1201877,85161,410514,51,ICICI,1,0
1565597,310443,370476,42,HDFC,1,0
772371,406929,63533,71,HUL,1,0
1324032,156503,56853,24,Wipro,1,0
1584397,282599,166123,35,SBI,1,0
1728682,49497,117338,43,HDFC,1,0
1502915,430468,98606,96,Maruti,1,0
59849,225171,245304,35,Reliance,0,1
193630,396757,430941,70,Bajaj,0,1
437709,245520,323685,36,Infosys,1,0
1517004,478087,477368,5,HDFC,1,0
533378,444801,267219,41,Infosys,1,0
1943572,54527,328473,46,Infosys,1,0
504290,138084,250990,26,ICICI,1,0
1320451,375769,78727,12,HDFC,1,0
414280,272614,468655,60,HDFC,0,1
1906608,143189,259841,9,ICICI,1,0
570947,35951,40759,26,HUL,1,0
811763,251540,147981,29,HDFC,1,0
929279,305871,499879,57,Bajaj,1,0
824452,110534,221827,68,TCS,1,0
34882,334339,444848,37,Infosys,0,1
614035,123638,305435,79,Wipro,1,0
1555434,323807,89971,79,Infosys,1,0
532801,99972,472716,52,SBI,1,0
615714,198909,139187,70,Bajaj,1,0
135981,32070,357222,78,Infosys,0,1
754388,218439,391713,79,HUL,1,0
625169,473051,290009,85,Reliance,1,0
1854699,189897,328897,60,Wipro,1,0
1261784,491288,33711,75,Wipro,1,0
477124,200146,340820,37,HDFC,1,0
1786207,219369,65845,34,SBI,1,0
547894,305862,491959,26,Reliance,1,0
548537,98679,449492,40,Bajaj,1,0
508161,340447,418669,100,Infosys,1,0
1402948,131629,23494,93,HDFC,1,0
239620,270893,67284,25,SBI,0,1
194086,56925,369825,67,Reliance,0,1
1806028,118763,397277,46,TCS,1,0
1205280,185802,96733,39,Maruti,1,0
416480,275887,86489,16,Maruti,1,0
941476,291084,263768,5,HUL,1,0
1021164,349611,130484,59,Reliance,1,0
1751781,146462,259797,53,ICICI,1,0
985915,365228,362662,15,Infosys,1,0
978540,255335,222115,54,Bajaj,1,0
502719,18998,217945,79,Infosys,1,0
557502,402407,186444,52,Infosys,1,0
1916004,484740,196658,46,TCS,1,0
865282,49750,286632,93,HDFC,1,0
1458499,11460,364947,51,Maruti,1,0
848445,348417,340340,83,SBI,1,0
1453412,57506,78636,66,Reliance,1,0
386752,88149,215566,88,ICICI,1,0
457601,211332,41659,80,Bajaj,1,0
1990819,422828,174049,73,SBI,1,0
1443383,134772,240075,33,Bajaj,1,0
1672068,292417,157392,47,HDFC,1,0
361654,250048,89888,12,HUL,1,0
475109,294996,485679,98,Reliance,0,1
1257695,319635,481496,76,HUL,1,0
372560,496860,205934,46,SBI,0,1
1260460,322540,137180,34,SBI,1,0
988932,85977,405663,57,Wipro,1,0
520155,487030,479878,98,HUL,1,0
93043,65865,292681,42,Bajaj,0,1
108875,202375,163891,26,SBI,0,1
751271,141898,382608,19,ICICI,1,0
98949,230620,322078,63,Infosys,0,1
465324,285785,91645,6,TCS,1,0
44451,473173,198469,49,HUL,0,1
471923,260354,111132,22,SBI,1,0
845331,140469,242510,55,Wipro,1,0
577689,162242,193738,16,Wipro,1,0
1277606,53364,134106,34,SBI,1,0
305049,436148,146113,86,SBI,0,1
108119,379587,82927,99,Bajaj,0,1
1956020,138454,370936,32,Maruti,1,0
931300,389986,468305,58,Maruti,1,0
198463,348846,484439,20,Reliance,0,1
80867,61223,391304,67,HDFC,0,1
1762617,102588,302349,42,Infosys,1,0
560599,175440,115192,59,HDFC,1,0
1391429,341939,144863,81,ICICI,1,0
345554,235061,198856,15,HDFC,1,0
228229,337942,238189,35,Bajaj,0,1
1418775,318005,39685,75,Infosys,1,0
1849056,497631,415735,77,SBI,1,0
1646023,343354,174937,42,Reliance,1,0
1090264,268655,172488,83,Reliance,1,0
1899034,57762,424898,11,HDFC,1,0
26005,436187,351575,70,Maruti,0,1
1973189,114297,82786,43,HUL,1,0
1471245,321154,284402,3,Wipro,1,0
1143664,378856,13570,37,Reliance,1,0
1163848,425086,300570,74,ICICI,1,0
788657,82947,148022,45,Bajaj,1,0
1863866,365658,223133,20,SBI,1,0
139983,287108,365133,66,Reliance,0,1
973369,445342,411267,53,Maruti,1,0
1134378,189969,259756,8,Maruti,1,0
506957,328719,14422,28,SBI,1,0
633126,98947,137729,82,HUL,1,0
353787,84468,195065,63,Reliance,1,0
1086636,460861,100358,42,ICICI,1,0
57683,165354,299400,23,TCS,0,1
1868637,215156,409457,39,ICICI,1,0
1554282,87449,11838,63,SBI,1,0
1222581,407152,321269,21,Bajaj,1,0
1500366,10198,234855,48,HUL,1,0
1898581,2691,332917,44,Wipro,1,0
62007,124091,29556,60,Wipro,0,1
702610,81247,357001,79,Infosys,1,0
1609135,6449,214236,81,ICICI,1,0
1673637,400830,295365,62,Reliance,1,0
1495975,359285,416321,89,ICICI,1,0
731199,171417,316034,54,HUL,1,0
1458993,342756,75354,69,Wipro,1,0
1713767,234970,4302,85,Wipro,1,0
465751,195577,445339,45,TCS,1,0
92803,303131,167592,82,HUL,0,1
1636775,277702,128805,1,Wipro,1,0
251419,241335,374019,3,HDFC,0,1
1800244,9769,464267,85,Bajaj,1,0
1976373,366531,244450,5,HUL,1,0
256383,345369,425822,17,Infosys,0,1
1726443,31083,180716,78,Reliance,1,0
1470772,143551,332037,80,HUL,1,0
1924982,47879,153611,83,Infosys,1,0
640138,82352,215525,81,Reliance,1,0
1843345,311447,285171,50,Bajaj,1,0
539605,132165,482340,75,SBI,1,0
1073488,96496,42790,39,Maruti,1,0
145805,138027,199420,80,Infosys,0,1
265805,474496,483388,53,Reliance,0,1
1281697,2692,210422,93,Infosys,1,0
1641158,146801,128414,68,Infosys,1,0
549005,304128,454166,91,ICICI,1,0
700423,392308,207879,4,Maruti,1,0
1527939,328354,384148,21,Wipro,1,0
107680,479702,396625,7,TCS,0,1
828207,189980,298664,17,HUL,1,0
1798897,157085,222557,50,Bajaj,1,0
1236870,249253,418243,52,TCS,1,0
1446447,44961,5385,70,HDFC,1,0
1386078,255391,176305,73,Bajaj,1,0
656242,191207,413525,44,TCS,1,0
568796,56937,236272,9,Wipro,1,0
993693,153839,417932,89,HDFC,1,0
1497419,320282,31955,84,TCS,1,0
1810042,464916,492066,30,ICICI,1,0
115646,135809,493593,72,SBI,0,1
871507,123270,371599,57,Maruti,1,0
461313,38237,219608,92,SBI,1,0
399492,311615,384607,94,HDFC,1,0
310880,233006,283838,41,ICICI,1,0
795672,283474,293523,42,TCS,1,0
602548,397320,116250,96,Reliance,1,0
1785257,64742,350010,64,ICICI,1,0
293438,198738,14856,73,Reliance,1,0
1970551,466170,185953,64,Reliance,1,0
82487,128947,47013,25,Bajaj,0,1
810663,77500,196524,17,Maruti,1,0
1627096,70726,343141,33,SBI,1,0
1132526,395286,3010,56,TCS,1,0
1180788,357170,145450,24,Infosys,1,0
1404515,89510,312446,12,Wipro,1,0
1926983,455489,44458,92,HUL,1,0
1553599,183735,340139,82,Maruti,1,0
718336,102192,404603,43,HUL,1,0
134645,138201,27525,81,Infosys,0,1
1736302,136289,126031,10,Bajaj,1,0
1116009,363529,281946,66,Infosys,1,0
253914,34803,289012,63,Maruti,0,1
1471299,1286,445688,21,HUL,1,0
1699088,11696,55124,38,HDFC,1,0
747282,383721,388360,88,Infosys,1,0
1198073,435454,57087,65,Infosys,1,0
1596471,428810,251223,99,HUL,1,0
903241,275980,498496,79,Maruti,1,0
1718919,444387,259682,35,Wipro,1,0
591173,84133,47021,20,TCS,1,0
1068410,434005,154657,18,Bajaj,1,0
287263,389241,104676,36,HDFC,0,1
1869559,237847,87447,15,Bajaj,1,0
629681,248406,54270,37,Wipro,1,0
210771,213982,67444,29,Wipro,0,1
1640772,377562,263112,6,Infosys,1,0
1338056,416589,145687,47,ICICI,1,0
641539,356688,85828,43,TCS,1,0
993086,466362,266515,5,SBI,1,0
649753,478775,385596,38,Bajaj,1,0
1484206,420646,329014,88,Reliance,1,0
897525,266537,423059,70,HUL,1,0
166841,35124,156751,96,HDFC,1,0
1055578,302335,136624,13,HUL,1,0
187777,344761,4573,96,SBI,0,1
966420,265906,296571,52,Wipro,1,0
1182142,247197,61336,35,HUL,1,0
1306150,49143,492778,37,TCS,1,0
276967,246429,122655,23,ICICI,1,0
152234,454134,351501,93,ICICI,0,1
673864,84624,431095,59,ICICI,1,0
908845,253320,2380,99,HUL,1,0
62763,451736,189751,28,HDFC,0,1
353869,238368,237101,77,HUL,1,0
780177,193493,329487,66,Bajaj,1,0
1201561,91452,411321,87,SBI,1,0
1175324,169273,94686,33,Infosys,1,0
1063100,482044,223842,31,ICICI,1,0
949012,450516,144694,82,ICICI,1,0
1792682,91774,164604,7,TCS,1,0
626933,88461,79075,17,Maruti,1,0
1225867,70157,51764,45,Wipro,1,0
1592350,114780,58831,41,Infosys,1,0
327234,287223,297294,70,Infosys,1,0
466974,396598,386062,95,Bajaj,1,0
1639417,441285,250215,44,SBI,1,0
142253,209368,301077,97,ICICI,0,1
1569214,183649,11186,51,Maruti,1,0
1583741,329007,440328,70,HDFC,1,0
1619834,139126,54634,43,HUL,1,0
14553,290652,467081,92,Bajaj,0,1
1001840,303610,240869,97,Maruti,1,0
242699,395383,20256,43,TCS,0,1
1376167,368908,433396,37,Wipro,1,0
568707,80511,140285,94,HDFC,1,0
306520,59258,94688,56,Bajaj,1,0
803093,282603,448113,3,Infosys,1,0
1746978,357230,296573,56,TCS,1,0
450063,185460,122657,42,SBI,1,0
627961,261472,332563,49,HDFC,1,0
1024891,39813,138536,11,HDFC,1,0
1859713,89029,360794,76,TCS,1,0
348271,151481,143377,50,ICICI,1,0
1557651,103372,240213,54,Bajaj,1,0
1571457,422571,316770,79,Maruti,1,0
1718360,325054,356899,16,HDFC,1,0
582485,78974,82514,11,Infosys,1,0
1200017,169792,106247,69,Infosys,1,0
939065,313246,454810,56,Reliance,1,0
1559229,229341,34661,46,HUL,1,0
1601674,201537,423097,16,Bajaj,1,0
1636618,256344,6451,78,HDFC,1,0
259156,139598,376590,23,Wipro,0,1
683686,78570,362154,37,SBI,1,0
1221169,282182,241940,85,TCS,1,0
596106,277867,235364,67,ICICI,1,0
159086,201173,415688,4,ICICI,0,1
130583,485465,351210,97,Bajaj,0,1
307269,74337,43558,25,Bajaj,1,0
756453,300436,100199,84,SBI,1,0
280322,209436,321740,44,Bajaj,0,1
1003540,120714,170872,56,HUL,1,0
